package_id,package_name,company_name,package_cc,package_type,package_price,detail,,,,,,,,id
AKA063,PMP320PN15,อาคเนย์ประกันภัย,รถยนต์บรรทุก,3+ แพลทตินั่ม,0,"3+ ทุน 150,000, No Deduct",,,,,,,,
AKA064,PMS320S015,อาคเนย์ประกันภัย,รถยนต์บรรทุก,2+,0,"2+ ทุน 150,000 ,Deduct 2,000",,,,,,,,
AKA065,PMS320SD15,อาคเนย์ประกันภัย,รถยนต์บรรทุก,2+,0,"2+ ทุน 150,000 ,Deduct 1,000",,,,,,,,
AKA066,PMS320SN10,อาคเนย์ประกันภัย,รถยนต์บรรทุก,2+,0,"2+ ทุน 100,000 ,No Deduct",,,,,,,,
AKA067,PMS320SN15,อาคเนย์ประกันภัย,รถยนต์บรรทุก,2+,0,"2+ ทุน 150,000 ,No Deduct",,,,,,,,
AKA068,PMS320SN20,อาคเนย์ประกันภัย,รถยนต์บรรทุก,2+,0,"2+ ทุน 200,000 ,No Deduct",,,,,,,,
AKA069,PMS320SN30,อาคเนย์ประกันภัย,รถยนต์บรรทุก,2+,0,"2+ ทุน 300,000 ,No Deduct",,,,,,,,
THP001,N11C1,ไทยไพบูลย์ประกันภัย,เก๋งไม่เกิน 2000 cc,ประเภท 3,0,"ป.3 เก๋ง (บุคคล) < 2,000 CC. เบี้ย 1,911.02 บาท",,,,,,,,
THP002,N11D1,ไทยไพบูลย์ประกันภัย,เก๋งไม่เกิน 2000 cc,2 Plus,0,"ป.2+ เก๋ง (บุคคล) < 2,000 CC. เบี้ย 6,899.36 บาท ทุน 1 แสน",,,,,,,,
THP003,N11E1,ไทยไพบูลย์ประกันภัย,เก๋งไม่เกิน 2000 cc,3 Plus,0,"ป.3+ เก๋ง (บุคคล) < 2,000 CC. เบี้ย 6,386.83 บาท ทุน 1 แสน",,,,,,,,
THP004,N11C2,ไทยไพบูลย์ประกันภัย,เก๋งเกิน 2000 cc,ประเภท 3,0,"ป.3 เก๋ง (บุคคล) > 2,000 CC. เบี้ย 1,911.02 บาท",,,,,,,,
THP005,N11D2,ไทยไพบูลย์ประกันภัย,เก๋งเกิน 2000 cc,2 Plus,0,"ป.2+ เก๋ง (บุคคล) > 2,000 CC. เบี้ย 6,899.36 บาท ทุน 1 แสน",,,,,,,,
THP006,N11E2,ไทยไพบูลย์ประกันภัย,เก๋งเกิน 2000 cc,3 Plus,0,"ป.3+ เก๋ง (บุคคล) > 2,000 CC. เบี้ย 6,386.83 บาท ทุน 1 แสน",,,,,,,,
THP007,NS02,ไทยไพบูลย์ประกันภัย,เก๋งเกิน 2000 cc,ประเภท 3,0,"ป.3 TAXI (730) < 2,000CC. เบี้ย 7,400.12 บาท",,,,,,,,
THP008,D21D,ไทยไพบูลย์ประกันภัย,รถตู้,2 Plus,0,"ป.2+ ตู้โดยสาร (บุคคล) <12 ที่นั่ง เบี้ย 8,545.02 บาท ทุน 1 แสน",,,,,,,,
THP009,N21C,ไทยไพบูลย์ประกันภัย,รถตู้,ประเภท 3,0,"ป.3 ตู้โดยสาร (บุคคล) < 12 ที่นั่ง.เบี้ย 3,839.16 บาท",,,,,,,,
THP010,N21E,ไทยไพบูลย์ประกันภัย,รถตู้,3 Plus,0,"ป.3+ ตู้โดยสาร (บุคคล) 12 ที่นั่ง เบี้ย 6,386.83 บาท ทุน 1 แสน",,,,,,,,
THP011,D32D,ไทยไพบูลย์ประกันภัย,กระบะ,ประเภท 3,0,"ป.2+ กระบะ (บุคคล) < 4 ตัน เบี้ย 7,939.40 บาท ทุน 1 แสน",,,,,,,,
THP012,N32C,ไทยไพบูลย์ประกันภัย,กระบะ,2 Plus,0,"ป.3 กระบะ (บุคคล) < 4 ตัน เบี้ย 2,993.86 บาท",,,,,,,,
THP013,N32E,ไทยไพบูลย์ประกันภัย,กระบะ,3 Plus,0,"ป.3+ กระบะ (บุคคล) < 4 ตัน เบี้ย 6,386.83 บาท ทุน 1 แสน",,,,,,,,
ALI001,85246,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus GOLd,0,110 <=2000_AZCP 2 Plus_Gold_No Deduct ทุน100000 (2PN110GT10-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI002,85249,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus GOLd,0,110 <=2000_AZCP 2 Plus_Gold_No Deduct ทุน200000 (2PN110GT20-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI003,85252,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus GOLd,0,110 <=2000_AZCP 2 Plus_Gold_No Deduct ทุน300000 (2PN110GT30-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI004,85211,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <=2000_AZCP 2 Plus_Silver_No Deduct ทุน100000 (2PN110ST10-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI005,85214,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <=2000_AZCP 2 Plus_Silver_No Deduct ทุน200000 (2PN110ST20-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI006,85217,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <=2000_AZCP 2 Plus_Silver_No Deduct ทุน300000 (2PN110ST30-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI007,85282,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus GOLd,0,110 <=2000_AZCP 3 Plus_Gold_No Deduct ทุน100000 (3PN110GT10-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI008,85285,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus GOLd,0,110 <=2000_AZCP 3 Plus_Gold_No Deduct ทุน200000 (3PN110GT20-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI009,85288,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus GOLd,0,110 <=2000_AZCP 3 Plus_Gold_No Deduct ทุน300000 (3PN110GT30-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI010,85264,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus Silver,0,110 <=2000_AZCP 3 Plus_Silver_No Deduct ทุน100000 (3PN110ST10-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI011,85267,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus Silver,0,110 <=2000_AZCP 3 Plus_Silver_No Deduct ทุน200000 (3PN110ST20-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI012,85270,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus Silver,0,110 <=2000_AZCP 3 Plus_Silver_No Deduct ทุน300000 (3PN110ST30-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI013,85255,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus GOLd,0,110 <=2000_AZCP 2 Plus_Gold_Deduct ทุน100000 (2PD110GT10-A) มีน้ำท่วม Deduct,,,,,,,,
ALI014,85258,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus GOLd,0,110 <=2000_AZCP 2 Plus_Gold_Deduct ทุน200000 (2PD110GT20-A) มีน้ำท่วม Deduct,,,,,,,,
ALI015,85261,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus GOLd,0,110 <=2000_AZCP 2 Plus_Gold_Deduct ทุน300000 (2PD110GT30-A) มีน้ำท่วม Deduct,,,,,,,,
ALI016,85237,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <=2000_AZCP 2 Plus_Silver_Deduct ทุน100000 (2PD110ST10-A) มีน้ำท่วม Deduct,,,,,,,,
ALI017,85240,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <=2000_AZCP 2 Plus_Silver_Deduct ทุน200000 (2PD110ST20-A) มีน้ำท่วม Deduct,,,,,,,,
ALI018,85243,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <=2000_AZCP 2 Plus_Silver_Deduct ทุน300000 (2PD110ST30-A) มีน้ำท่วม Deduct,,,,,,,,
ALI019,85291,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus GOLd,0,110 <=2000_AZCP 3 Plus_Gold_Deduct ทุน100000 (3PD110GT10-A) มีน้ำท่วม Deduct,,,,,,,,
ALI020,85294,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus GOLd,0,110 <=2000_AZCP 3 Plus_Gold_Deduct ทุน200000 (3PD110GT20-A) มีน้ำท่วม Deduct,,,,,,,,
ALI021,85297,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus GOLd,0,110 <=2000_AZCP 3 Plus_Gold_Deduct ทุน300000 (3PD110GT30-A) มีน้ำท่วม Deduct,,,,,,,,
ALI022,85273,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus Silver,0,110 <=2000_AZCP 3 Plus_Silver_Deduct ทุน100000 (3PD110ST10-A) มีน้ำท่วม Deduct,,,,,,,,
ALI023,85276,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus Silver,0,110 <=2000_AZCP 3 Plus_Silver_Deduct ทุน200000 (3PD110ST20-A) มีน้ำท่วม Deduct,,,,,,,,
ALI024,85279,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus Silver,0,110 <=2000_AZCP 3 Plus_Silver_Deduct ทุน300000 (3PD110ST30-A) มีน้ำท่วม Deduct,,,,,,,,
ALI025,85309,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus GOLd,0,110 <= 2000_AZCP 2 Plus Flood_Gold_No Deduct ทุน100000 (2PN110GF10-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI026,85312,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus GOLd,0,110 <= 2000_AZCP 2 Plus Flood_Gold_No Deduct ทุน200000 (2PN110GF20-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI027,85315,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus GOLd,0,110 <= 2000_AZCP 2 Plus Flood_Gold_No Deduct ทุน300000 (2PN110GF30-A),,,,,,,,
ALI028,85537,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 2 Plus Flood_Silver_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI029,85538,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 2 Plus Flood_Silver_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI030,85539,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 2 Plus Flood_Silver_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI031,85540,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 2 Plus Flood_Silver_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI032,85541,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 2 Plus Flood_Silver_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI033,85542,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 2 Plus Flood_Silver_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI034,85543,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 2 Plus Flood_Silver_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI035,85544,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 2 Plus Flood_Silver_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI036,85545,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 2 Plus Flood_Silver_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI037,85546,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 2 Plus Flood_Gold_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI038,85547,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 2 Plus Flood_Gold_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI039,85548,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 2 Plus Flood_Gold_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI040,85549,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 2 Plus Flood_Gold_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI041,85550,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 2 Plus Flood_Gold_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI042,85551,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 2 Plus Flood_Gold_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI043,85552,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 2 Plus Flood_Gold_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI044,85554,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 2 Plus Flood_Gold_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI045,85555,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 2 Plus Flood_Gold_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI046,85556,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 3 Plus Flood_Silver_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI047,85557,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 3 Plus Flood_Silver_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI048,85558,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 3 Plus Flood_Silver_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI049,85559,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 3 Plus Flood_Silver_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI050,85560,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 3 Plus Flood_Silver_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI051,85561,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 3 Plus Flood_Silver_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI052,85562,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 3 Plus Flood_Silver_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI053,85563,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 3 Plus Flood_Silver_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI054,85564,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 3 Plus Flood_Silver_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI055,85565,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 3 Plus Flood_Gold_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI056,85566,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 3 Plus Flood_Gold_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI057,85567,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 3 Plus Flood_Gold_Deduct ทุน100000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI058,85568,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 3 Plus Flood_Gold_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI059,85569,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 3 Plus Flood_Gold_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI060,85570,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 3 Plus Flood_Gold_Deduct ทุน200000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI061,85571,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 3 Plus Flood_Gold_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI062,85572,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 > 2000_AZCP 3 Plus Flood_Gold_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI063,85573,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,320_AZCP 3 Plus Flood_Gold_Deduct ทุน300000 (2PN110SF-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI064,85300,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 2 Plus Flood_Silver_No Deduct ทุน100000 (2PN110SF10-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI065,85303,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 2 Plus Flood_Silver_No Deduct ทุน200000 (2PN110SF20-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI066,85306,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,2 Plus Silver,0,110 <= 2000_AZCP 2 Plus Flood_Silver_No Deduct ทุน300000 (2PN110SF30-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI067,85327,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus GOLd,0,110 <= 2000_AZCP 3 Plus Flood_Gold_No Deduct ทุน100000 (3PN110GF10-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI068,85330,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus GOLd,0,110 <= 2000_AZCP 3 Plus Flood_Gold_No Deduct ทุน200000 (3PN110GF20-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI069,85333,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus GOLd,0,110 <= 2000_AZCP 3 Plus Flood_Gold_No Deduct ทุน300000 (3PN110GF30-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI070,85318,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus Silver,0,110 <= 2000_AZCP 3 Plus Flood_Silver_No Deduct ทุน100000 (3PN110SF10-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI071,85321,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus Silver,0,110 <= 2000_AZCP 3 Plus Flood_Silver_No Deduct ทุน200000 (3PN110SF20-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI072,85324,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่ง ไม่เกิน 2000 cc,3 Plus Silver,0,110 <= 2000_AZCP 3 Plus Flood_Silver_No Deduct ทุน300000 (3PN110SF30-A) มีน้ำท่วม ไม่มี Deduct,,,,,,,,
ALI073,85206,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่งนิติบุคคล ไม่เกิน 2000 cc,ป.3,0,120 <=2000_AZCP 3_Gold (3VN120G-A),,,,,,,,
ALI074,85199,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่งนิติบุคคล ไม่เกิน 2000 cc,ป.3,0,120 <=2000_AZCP 3_Silver (3VN120S-A),,,,,,,,
ALI075,85206,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่งนิติบุคคล เกิน 2000 cc,ป.3,0,120 <=2000_AZCP 3_Gold (3VN120G-A),,,,,,,,
ALI076,85199,อลิอันซ์ ซี.พี. ประกันภัย,รถยนต์นั่งนิติบุคคล เกิน 2000 cc,ป.3,0,120 <=2000_AZCP 3_Silver (3VN120S-A),,,,,,,,
ALI077,85208,อลิอันซ์ ซี.พี. ประกันภัย,รถตู้,ป.3,0,210_AZCP 3_Gold (3VN210G),,,,,,,,
ALI078,85201,อลิอันซ์ ซี.พี. ประกันภัย,รถตู้,ป.3,0,210_AZCP 3_Silver (3VN210S),,,,,,,,
ALI079,85248,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus GOLd,0,320_AZCP 2 Plus_Gold_No Deduct ทุน100000 (2PN320GT10) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI080,85251,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus GOLd,0,320_AZCP 2 Plus_Gold_No Deduct ทุน200000 (2PN320GT20) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI081,85254,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus GOLd,0,320_AZCP 2 Plus_Gold_No Deduct ทุน300000 (2PN320GT30) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI082,85213,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus Silver,0,320_AZCP 2 Plus_Silver_No Deduct ทุน100000 (2PN320ST10) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI083,85216,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus Silver,0,320_AZCP 2 Plus_Silver_No Deduct ทุน200000 (2PN320ST20) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI084,85219,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus Silver,0,110 >2000_AZCP 2 Plus_Silver_No Deduct ทุน300000 (2PN320ST30) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI085,85284,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus GOLd,0,320_AZCP 3 Plus_Gold_No Deduct ทุน100000 (3PN320GT10) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI086,85287,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus GOLd,0,320_AZCP 3 Plus_Gold_No Deduct ทุน200000 (3PN320GT20) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI087,85290,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus GOLd,0,320_AZCP 3 Plus_Gold_No Deduct ทุน300000 (3PN320GT30) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
