id,car_id,car_number,province,brand,chassis_number,model,car_cc,car_type,sit,,,,,,,
,1,1111,กรุงเทพมหานคร,,,,,,,,,,,,,
,2,121234,กรุงเทพมหานคร,,,,,,,,,,,,,
,3,127800,กรุงเทพมหานคร,,,,,,,,,,,,,
,4,12789,กรุงเทพมหานคร,,,,,,,,,,,,,
,5,133042,กรุงเทพมหานคร,,,,,,,,,,,,,
,6,133043,กรุงเทพมหานคร,,,,,,,,,,,,,
,7,133044,กรุงเทพมหานคร,,,,,,,,,,,,,
,8,13328,นครศรีธรรมราช,,,,,,,,,,,,,
,9,139290,กรุงเทพมหานคร,,,,,,,,,,,,,
,10,146439,กรุงเทพมหานคร,,,,,,,,,,,,,
,11,147080,กรุงเทพมหานคร,,,,,,,,,,,,,
,12,147181,กรุงเทพมหานคร,,,,,,,,,,,,,
,13,149283,กรุงเทพมหานคร,,,,,,,,,,,,,
,14,158392,กรุงเทพมหานคร,,,,,,,,,,,,,
,15,1ก3986,กรุงเทพมหานคร,,,,,,,,,,,,,
,16,1กก3208,กรุงเทพมหานคร,,,,,,,,,,,,,
,17,1กก3631,กรุงเทพมหานคร,,,,,,,,,,,,,
,18,1กก576,กรุงเทพมหานคร,,,,,,,,,,,,,
,19,1กก7267,กรุงเทพมหานคร,,,,,,,,,,,,,
,20,1กข4088,กรุงเทพมหานคร,,,,,,,,,,,,,
,21,1กค1534,กรุงเทพมหานคร,,,,,,,,,,,,,
,22,1กค1645,กรุงเทพมหานคร,,,,,,,,,,,,,
,23,1กค4722,กรุงเทพมหานคร,,,,,,,,,,,,,
,24,1กค52821,กรุงเทพมหานคร,,,,,,,,,,,,,
,25,1กค6430,กรุงเทพมหานคร,,,,,,,,,,,,,
,26,1กค8277,กรุงเทพมหานคร,,,,,,,,,,,,,
,27,1กฆ1096,กรุงเทพมหานคร,,,,,,,,,,,,,
,28,1กฆ297,กรุงเทพมหานคร,,,,,,,,,,,,,
,29,1กฆ4680,กรุงเทพมหานคร,,,,,,,,,,,,,
,30,1กฆ9052,กรุงเทพมหานคร,,,,,,,,,,,,,
,31,1กง1861,นครปฐม,,,,,,,,,,,,,
,32,1กง4947,กรุงเทพมหานคร,,,,,,,,,,,,,
,33,1กง4974,กรุงเทพมหานคร,,,,,,,,,,,,,
,34,1กง5929,กรุงเทพมหานคร,,,,,,,,,,,,,
,35,1กง6925,กรุงเทพมหานคร,,,,,,,,,,,,,
,36,1กง7365,กรุงเทพมหานคร,,,,,,,,,,,,,
,37,1กง7403,กรุงเทพมหานคร,,,,,,,,,,,,,
,38,1กง7521,กรุงเทพมหานคร,,,,,,,,,,,,,
,39,1กง793,กรุงเทพมหานคร,,,,,,,,,,,,,
,40,1กง8593,กรุงเทพมหานคร,,,,,,,,,,,,,
,41,1กง8843,กรุงเทพมหานคร,,,,,,,,,,,,,
,42,1กง8847,กรุงเทพมหานคร,,,,,,,,,,,,,
,43,1กง9569,กรุงเทพมหานคร,,,,,,,,,,,,,
,44,1กจ3207,กรุงเทพมหานคร,,,,,,,,,,,,,
,45,1กจ5163,กรุงเทพมหานคร,,,,,,,,,,,,,
,46,1กจ5943,กรุงเทพมหานคร,,,,,,,,,,,,,
,47,1กจ6032,พะเยา,,,,,,,,,,,,,
,48,1กฉ2178,กรุงเทพมหานคร,,,,,,,,,,,,,
,49,1กช3964,กรุงเทพมหานคร,,,,,,,,,,,,,
,50,1กช5153,สมุทรสาคร,,,,,,,,,,,,,
,51,1กช5707,กรุงเทพมหานคร,,,,,,,,,,,,,
,52,1กช6877,กรุงเทพมหานคร,,,,,,,,,,,,,
,53,1กช7044,กรุงเทพมหานคร,,,,,,,,,,,,,
,54,1กช9415,กรุงเทพมหานคร,,,,,,,,,,,,,
,55,1กฌ3942,กรุงเทพมหานคร,,,,,,,,,,,,,
,56,1กฌ55041,กรุงเทพมหานคร,,,,,,,,,,,,,
,57,1กฌ5914,กรุงเทพมหานคร,,,,,,,,,,,,,
,58,1กฌ6668,กรุงเทพมหานคร,,,,,,,,,,,,,
,59,1กฌ7450,กรุงเทพมหานคร,,,,,,,,,,,,,
,60,1กฌ8163,กรุงเทพมหานคร,,,,,,,,,,,,,
,61,1กญ23241,กรุงเทพมหานคร,,,,,,,,,,,,,
,62,1กญ5016,กรุงเทพมหานคร,,,,,,,,,,,,,
,63,1กญ5757,กรุงเทพมหานคร,,,,,,,,,,,,,
,64,1กญ5758,กรุงเทพมหานคร,,,,,,,,,,,,,
,65,1กญ6563,กรุงเทพมหานคร,,,,,,,,,,,,,
,66,1กญ8468,กรุงเทพมหานคร,,,,,,,,,,,,,
,67,1กฎ2706,กรุงเทพมหานคร,,,,,,,,,,,,,
,68,1กฎ4586,กรุงเทพมหานคร,,,,,,,,,,,,,
,69,1กฐ3197,กรุงเทพมหานคร,,,,,,,,,,,,,
,70,1กฒ2370,กรุงเทพมหานคร,,,,,,,,,,,,,
,71,1กฒ4917,กรุงเทพมหานคร,,,,,,,,,,,,,
,72,1กฒ6753,กรุงเทพมหานคร,,,,,,,,,,,,,
,73,1กฒ7027,กรุงเทพมหานคร,,,,,,,,,,,,,
,74,1กณ3985,กรุงเทพมหานคร,,,,,,,,,,,,,
,75,1กณ4811,กรุงเทพมหานคร,,,,,,,,,,,,,
,76,1กณ69061,กรุงเทพมหานคร,,,,,,,,,,,,,
,77,1กณ9691,กรุงเทพมหานคร,,,,,,,,,,,,,
,78,1กด1015,กรุงเทพมหานคร,,,,,,,,,,,,,
,79,1กด5841,กรุงเทพมหานคร,,,,,,,,,,,,,
,80,1กด6445,กรุงเทพมหานคร,,,,,,,,,,,,,
,81,1กด6455,กรุงเทพมหานคร,,,,,,,,,,,,,
,82,1กด8003,กรุงเทพมหานคร,,,,,,,,,,,,,
,83,1กด9309,กรุงเทพมหานคร,,,,,,,,,,,,,
,84,1กต184,กรุงเทพมหานคร,,,,,,,,,,,,,
,85,1กต3065,กรุงเทพมหานคร,,,,,,,,,,,,,
,86,1กต3714,กรุงเทพมหานคร,,,,,,,,,,,,,
,87,1กต7796,กรุงเทพมหานคร,,,,,,,,,,,,,
,88,1กต9010,กรุงเทพมหานคร,,,,,,,,,,,,,
,89,1กถ5327,กรุงเทพมหานคร,,,,,,,,,,,,,
,90,1กถ7308,กรุงเทพมหานคร,,,,,,,,,,,,,
,91,1กถ7982,กรุงเทพมหานคร,,,,,,,,,,,,,
,92,1กถ9220,กรุงเทพมหานคร,,,,,,,,,,,,,
,93,1กท1651,กรุงเทพมหานคร,,,,,,,,,,,,,
,94,1กท1754,กรุงเทพมหานคร,,,,,,,,,,,,,
,95,1กท1788,กรุงเทพมหานคร,,,,,,,,,,,,,
,96,1กท4400,กรุงเทพมหานคร,,,,,,,,,,,,,
,97,1กท6394,กรุงเทพมหานคร,,,,,,,,,,,,,
,98,1กท6965,กรุงเทพมหานคร,,,,,,,,,,,,,
,99,1กท8158,กรุงเทพมหานคร,,,,,,,,,,,,,
,100,1กธ1014,กรุงเทพมหานคร,,,,,,,,,,,,,
,101,1กธ3856,กรุงเทพมหานคร,,,,,,,,,,,,,
,102,1กธ4182,กรุงเทพมหานคร,,,,,,,,,,,,,
,103,1กธ4993,กรุงเทพมหานคร,,,,,,,,,,,,,
,104,1กธ5109,กรุงเทพมหานคร,,,,,,,,,,,,,
,105,1กธ5972,กรุงเทพมหานคร,,,,,,,,,,,,,
,106,1กน1275,กรุงเทพมหานคร,,,,,,,,,,,,,
,107,1กน1457,กรุงเทพมหานคร,,,,,,,,,,,,,
,108,1กน495,กรุงเทพมหานคร,,,,,,,,,,,,,
,109,1กน6242,กรุงเทพมหานคร,,,,,,,,,,,,,
,110,1กบ1551,กรุงเทพมหานคร,,,,,,,,,,,,,
,111,1กบ5490,กรุงเทพมหานคร,,,,,,,,,,,,,
,112,1กบ8786,กรุงเทพมหานคร,,,,,,,,,,,,,
,113,1กบ9561,กรุงเทพมหานคร,,,,,,,,,,,,,
,114,1กผ1041,กรุงเทพมหานคร,,,,,,,,,,,,,
,115,1กผ5575,กรุงเทพมหานคร,,,,,,,,,,,,,
,116,1กผ5884,กรุงเทพมหานคร,,,,,,,,,,,,,
,117,1กผ7925,กรุงเทพมหานคร,,,,,,,,,,,,,
,118,1กผ8553,กรุงเทพมหานคร,,,,,,,,,,,,,
,119,1กพ3448,กรุงเทพมหานคร,,,,,,,,,,,,,
,120,1กพ7709,กรุงเทพมหานคร,,,,,,,,,,,,,
,121,1กพ9444,กรุงเทพมหานคร,,,,,,,,,,,,,
,122,1กภ1500,กรุงเทพมหานคร,,,,,,,,,,,,,
,123,1กภ2494,กรุงเทพมหานคร,,,,,,,,,,,,,
,124,1กภ3310,กรุงเทพมหานคร,,,,,,,,,,,,,
,125,1กภ4730,กรุงเทพมหานคร,,,,,,,,,,,,,
,126,1กม2227,กรุงเทพมหานคร,,,,,,,,,,,,,
,127,1กม2686,กรุงเทพมหานคร,,,,,,,,,,,,,
,128,1กม6973,กรุงเทพมหานคร,,,,,,,,,,,,,
,129,1กม7295,กรุงเทพมหานคร,,,,,,,,,,,,,
,130,1กม9773,กรุงเทพมหานคร,,,,,,,,,,,,,
,131,1กย1489,กรุงเทพมหานคร,,,,,,,,,,,,,
,132,1กย1891,กรุงเทพมหานคร,,,,,,,,,,,,,
,133,1กย281,กรุงเทพมหานคร,,,,,,,,,,,,,
,134,1กย440,กรุงเทพมหานคร,,,,,,,,,,,,,
,135,1กย5166,กรุงเทพมหานคร,,,,,,,,,,,,,
,136,1กย8489,กรุงเทพมหานคร,,,,,,,,,,,,,
,137,1กย981,กรุงเทพมหานคร,,,,,,,,,,,,,
,138,1กร463,กรุงเทพมหานคร,,,,,,,,,,,,,
,139,1กร7119,กรุงเทพมหานคร,,,,,,,,,,,,,
,140,1กล8742,กรุงเทพมหานคร,,,,,,,,,,,,,
,141,1กล964,กรุงเทพมหานคร,,,,,,,,,,,,,
,142,1กล99651,กรุงเทพมหานคร,,,,,,,,,,,,,
,143,1กว2918,กรุงเทพมหานคร,,,,,,,,,,,,,
,144,1กว3143,กรุงเทพมหานคร,,,,,,,,,,,,,
,145,1กว756,กรุงเทพมหานคร,,,,,,,,,,,,,
,146,1กศ2447,กรุงเทพมหานคร,,,,,,,,,,,,,
,147,1กศ2945,กรุงเทพมหานคร,,,,,,,,,,,,,
,148,1กศ5722,กรุงเทพมหานคร,,,,,,,,,,,,,
,149,1กศ8851,กรุงเทพมหานคร,,,,,,,,,,,,,
,150,1กษ1922,กรุงเทพมหานคร,,,,,,,,,,,,,
,151,1กษ2909,กรุงเทพมหานคร,,,,,,,,,,,,,
,152,1กษ3768,กรุงเทพมหานคร,,,,,,,,,,,,,
,153,1กษ4154,กรุงเทพมหานคร,,,,,,,,,,,,,
,154,1กษ4787,กรุงเทพมหานคร,,,,,,,,,,,,,
,155,1กษ5654,กรุงเทพมหานคร,,,,,,,,,,,,,
,156,1กษ6759,กรุงเทพมหานคร,,,,,,,,,,,,,
,157,1กษ6951,กรุงเทพมหานคร,,,,,,,,,,,,,
,158,1กส546,กรุงเทพมหานคร,,,,,,,,,,,,,
,159,1กส5930,กรุงเทพมหานคร,,,,,,,,,,,,,
,160,1กส682,กรุงเทพมหานคร,,,,,,,,,,,,,
,161,1กส8852,กรุงเทพมหานคร,,,,,,,,,,,,,
,162,1กฬ2153,กรุงเทพมหานคร,,,,,,,,,,,,,
,163,1กฬ4242,กรุงเทพมหานคร,,,,,,,,,,,,,
,164,1กฬ6548,กรุงเทพมหานคร,,,,,,,,,,,,,
,165,1กอ1368,กรุงเทพมหานคร,,,,,,,,,,,,,
,166,1กอ3784,กรุงเทพมหานคร,,,,,,,,,,,,,
,167,1กอ4467,กรุงเทพมหานคร,,,,,,,,,,,,,
,168,1กอ4583,กรุงเทพมหานคร,,,,,,,,,,,,,
,169,1กอ698,กรุงเทพมหานคร,,,,,,,,,,,,,
,170,1กอ98,กรุงเทพมหานคร,,,,,,,,,,,,,
,171,1กฮ3392,กรุงเทพมหานคร,,,,,,,,,,,,,
,172,1กฮ4475,กรุงเทพมหานคร,,,,,,,,,,,,,
,173,1กฮ8365,กรุงเทพมหานคร,,,,,,,,,,,,,
,174,1กฮ9417,กรุงเทพมหานคร,,,,,,,,,,,,,
,175,1กฮ9755,กรุงเทพมหานคร,,,,,,,,,,,,,
,176,1จ2807,กรุงเทพมหานคร,,,,,,,,,,,,,
,177,1จ6115,กรุงเทพมหานคร,,,,,,,,,,,,,
,178,1ฉ3968,กรุงเทพมหานคร,,,,,,,,,,,,,
,179,1ฌ3430,กรุงเทพมหานคร,,,,,,,,,,,,,
,180,1ฌ5808,กรุงเทพมหานคร,,,,,,,,,,,,,
,181,1ฌฌ1083,กรุงเทพมหานคร,,,,,,,,,,,,,
,182,1ฎ0994,กรุงเทพมหานคร,,,,,,,,,,,,,
,183,1ฎ9507,กรุงเทพมหานคร,,,,,,,,,,,,,
,184,1ฐ3743,กรุงเทพมหานคร,,,,,,,,,,,,,
,185,1ฐ4432,กรุงเทพมหานคร,,,,,,,,,,,,,
,186,1ฐ6643,กรุงเทพมหานคร,,,,,,,,,,,,,
,187,1ฒก6007,กรุงเทพมหานคร,,,,,,,,,,,,,
,188,1ฒก6467,กรุงเทพมหานคร,,,,,,,,,,,,,
,189,1ฒก7520,กรุงเทพมหานคร,,,,,,,,,,,,,
,190,1ฒก8909,กรุงเทพมหานคร,,,,,,,,,,,,,
,191,1ฒข1316,กรุงเทพมหานคร,,,,,,,,,,,,,
,192,1ฒข1502,กรุงเทพมหานคร,,,,,,,,,,,,,
,193,1ฒข1576,กรุงเทพมหานคร,,,,,,,,,,,,,
,194,1ฒข2022,กรุงเทพมหานคร,,,,,,,,,,,,,
,195,1ฒข2046,กรุงเทพมหานคร,,,,,,,,,,,,,
,196,1ฒข2563,กรุงเทพมหานคร,,,,,,,,,,,,,
,197,1ฒข2812,กรุงเทพมหานคร,,,,,,,,,,,,,
,198,1ฒข3214,กรุงเทพมหานคร,,,,,,,,,,,,,
,199,1ฒข3396,กรุงเทพมหานคร,,,,,,,,,,,,,
,200,1ฒข7011,กรุงเทพมหานคร,,,,,,,,,,,,,
,201,1ฒข7831,กรุงเทพมหานคร,,,,,,,,,,,,,
,202,1ฒค2150,กรุงเทพมหานคร,,,,,,,,,,,,,
,203,1ฒค3325,กรุงเทพมหานคร,,,,,,,,,,,,,
,204,1ฒค833,กรุงเทพมหานคร,,,,,,,,,,,,,
,205,1ฒค9016,กรุงเทพมหานคร,,,,,,,,,,,,,
,206,1ฒค907,กรุงเทพมหานคร,,,,,,,,,,,,,
,207,1ฒฆ1338,กรุงเทพมหานคร,,,,,,,,,,,,,
,208,1ฒฆ4195,กรุงเทพมหานคร,,,,,,,,,,,,,
,209,1ฒฆ5217,กรุงเทพมหานคร,,,,,,,,,,,,,
,210,1ฒฆ727,กรุงเทพมหานคร,,,,,,,,,,,,,
,211,1ฒง3003,กรุงเทพมหานคร,,,,,,,,,,,,,
,212,1ฒง4423,กรุงเทพมหานคร,,,,,,,,,,,,,
,213,1ฒง4748,กรุงเทพมหานคร,,,,,,,,,,,,,
,214,1ฒง7858,กรุงเทพมหานคร,,,,,,,,,,,,,
,215,1ฒง8116,กรุงเทพมหานคร,,,,,,,,,,,,,
,216,1ฒง8312,กรุงเทพมหานคร,,,,,,,,,,,,,
,217,1ฒจ1790,กรุงเทพมหานคร,,,,,,,,,,,,,
,218,1ฒจ2907,กรุงเทพมหานคร,,,,,,,,,,,,,
,219,1ฒจ297,กรุงเทพมหานคร,,,,,,,,,,,,,
,220,1ฒจ3458,กรุงเทพมหานคร,,,,,,,,,,,,,
,221,1ฒจ5465,กรุงเทพมหานคร,,,,,,,,,,,,,
,222,1ฒจ692,กรุงเทพมหานคร,,,,,,,,,,,,,
,223,1ฒจ7896,กรุงเทพมหานคร,,,,,,,,,,,,,
,224,1ฒจ826,กรุงเทพมหานคร,,,,,,,,,,,,,
,225,1ฒจ9391,กรุงเทพมหานคร,,,,,,,,,,,,,
,226,1ฒฉ3437,กรุงเทพมหานคร,,,,,,,,,,,,,
,227,1ฒฉ3595,กรุงเทพมหานคร,,,,,,,,,,,,,
,228,1ฒฉ6407,กรุงเทพมหานคร,,,,,,,,,,,,,
,229,1ฒฉ9945,กรุงเทพมหานคร,,,,,,,,,,,,,
,230,1ฒช2385,กรุงเทพมหานคร,,,,,,,,,,,,,
,231,1ฒช2713,กรุงเทพมหานคร,,,,,,,,,,,,,
,232,1ฒช3278,กรุงเทพมหานคร,,,,,,,,,,,,,
,233,1ฒช328,กรุงเทพมหานคร,,,,,,,,,,,,,
,234,1ฒช3668,กรุงเทพมหานคร,,,,,,,,,,,,,
,235,1ฒช5004,กรุงเทพมหานคร,,,,,,,,,,,,,
,236,1ฒช7011,กรุงเทพมหานคร,,,,,,,,,,,,,
,237,1ฒช9151,กรุงเทพมหานคร,,,,,,,,,,,,,
,238,1ฒช9240,กรุงเทพมหานคร,,,,,,,,,,,,,
,239,1ฒฌ 6476,กรุงเทพมหานคร,,,,,,,,,,,,,
,240,1ฒฌ109,กรุงเทพมหานคร,,,,,,,,,,,,,
,241,1ฒฌ1575,กรุงเทพมหานคร,,,,,,,,,,,,,
,242,1ฒฌ21,กรุงเทพมหานคร,,,,,,,,,,,,,
,243,1ฒฌ2562,กรุงเทพมหานคร,,,,,,,,,,,,,
,244,1ฒฌ3364,กรุงเทพมหานคร,,,,,,,,,,,,,
,245,1ฒฌ4119,กรุงเทพมหานคร,,,,,,,,,,,,,
,246,1ฒฌ4727,กรุงเทพมหานคร,,,,,,,,,,,,,
,247,1ฒฌ4742,กรุงเทพมหานคร,,,,,,,,,,,,,
,248,1ฒฌ5624,กรุงเทพมหานคร,,,,,,,,,,,,,
,249,1ฒฌ6476,กรุงเทพมหานคร,,,,,,,,,,,,,
,250,1ฒฌ6641,กรุงเทพมหานคร,,,,,,,,,,,,,
,251,1ฒฌ9109,กรุงเทพมหานคร,,,,,,,,,,,,,
,252,1ฒญ1618,กรุงเทพมหานคร,,,,,,,,,,,,,
,253,1ฒญ1655,กรุงเทพมหานคร,,,,,,,,,,,,,
,254,1ฒญ301,กรุงเทพมหานคร,,,,,,,,,,,,,
,255,1ฒญ5120,กรุงเทพมหานคร,,,,,,,,,,,,,
,256,1ฒญ9167,กรุงเทพมหานคร,,,,,,,,,,,,,
,257,1ฒญ9303,กรุงเทพมหานคร,,,,,,,,,,,,,
,258,1ฒฎ3538,กรุงเทพมหานคร,,,,,,,,,,,,,
,259,1ฒฎ394,กรุงเทพมหานคร,,,,,,,,,,,,,
,260,1ฒฎ4828,กรุงเทพมหานคร,,,,,,,,,,,,,
,261,1ฒฎ6798,กรุงเทพมหานคร,,,,,,,,,,,,,
,262,1ฒฎ8903,กรุงเทพมหานคร,,,,,,,,,,,,,
,263,1ฒฐ2114,กรุงเทพมหานคร,,,,,,,,,,,,,
,264,1ฒฐ3534,กรุงเทพมหานคร,,,,,,,,,,,,,
,265,1ฒฐ5641,กรุงเทพมหานคร,,,,,,,,,,,,,
,266,1ฒฐ8002,กรุงเทพมหานคร,,,,,,,,,,,,,
,267,1ฒฒ2148,กรุงเทพมหานคร,,,,,,,,,,,,,
,268,1ฒฒ3126,กรุงเทพมหานคร,,,,,,,,,,,,,
,269,1ฒฒ4944,กรุงเทพมหานคร,,,,,,,,,,,,,
,270,1ฒฒ76311,กรุงเทพมหานคร,,,,,,,,,,,,,
,271,1ฒฒ9566,กรุงเทพมหานคร,,,,,,,,,,,,,
,272,1ฒณ6641,กรุงเทพมหานคร,,,,,,,,,,,,,
,273,1ฒณ6845,กรุงเทพมหานคร,,,,,,,,,,,,,
,274,1ฒณ7734,กรุงเทพมหานคร,,,,,,,,,,,,,
,275,1ฒณ7750,กรุงเทพมหานคร,,,,,,,,,,,,,
,276,1ฒณ9903,กรุงเทพมหานคร,,,,,,,,,,,,,
,277,1ฒต1348,กรุงเทพมหานคร,,,,,,,,,,,,,
,278,1ฒต3612,กรุงเทพมหานคร,,,,,,,,,,,,,
,279,1ฒต5321,กรุงเทพมหานคร,,,,,,,,,,,,,
,280,1ฒต5967,กรุงเทพมหานคร,,,,,,,,,,,,,
,281,1ฒต7890,กรุงเทพมหานคร,,,,,,,,,,,,,
,282,1ฒต8345,กรุงเทพมหานคร,,,,,,,,,,,,,
,283,1ฒต9423,กรุงเทพมหานคร,,,,,,,,,,,,,
,284,1ฒถ2004,กรุงเทพมหานคร,,,,,,,,,,,,,
,285,1ฒถ2525,กรุงเทพมหานคร,,,,,,,,,,,,,
,286,1ฒถ25321,กรุงเทพมหานคร,,,,,,,,,,,,,
,287,1ฒถ3998,กรุงเทพมหานคร,,,,,,,,,,,,,
,288,1ฒท40911,กรุงเทพมหานคร,,,,,,,,,,,,,
,289,1ฒท6904,กรุงเทพมหานคร,,,,,,,,,,,,,
,290,1ฒท9377,กรุงเทพมหานคร,,,,,,,,,,,,,
,291,1ฒท9482,กรุงเทพมหานคร,,,,,,,,,,,,,
,292,1ฒธ2904,กรุงเทพมหานคร,,,,,,,,,,,,,
,293,1ฒธ5990,กรุงเทพมหานคร,,,,,,,,,,,,,
,294,1ฒธ6173,กรุงเทพมหานคร,,,,,,,,,,,,,
,295,1ฒธ6285,กรุงเทพมหานคร,,,,,,,,,,,,,
,296,1ฒธ9028,กรุงเทพมหานคร,,,,,,,,,,,,,
,297,1ฒน4394,กรุงเทพมหานคร,,,,,,,,,,,,,
,298,1ฒน5995,กรุงเทพมหานคร,,,,,,,,,,,,,
,299,1ฒน6704,กรุงเทพมหานคร,,,,,,,,,,,,,
,300,1ฒน8549,กรุงเทพมหานคร,,,,,,,,,,,,,
,301,1ฒน8999,กรุงเทพมหานคร,,,,,,,,,,,,,
,302,1ฒบ2029,กรุงเทพมหานคร,,,,,,,,,,,,,
,303,1ฒบ4158,กรุงเทพมหานคร,,,,,,,,,,,,,
,304,1ฒบ4985,กรุงเทพมหานคร,,,,,,,,,,,,,
,305,1ฒบ756,กรุงเทพมหานคร,,,,,,,,,,,,,
,306,1ฒบ7891,กรุงเทพมหานคร,,,,,,,,,,,,,
,307,1ฒบ8783,กรุงเทพมหานคร,,,,,,,,,,,,,
,308,1ฒผ5595,กรุงเทพมหานคร,,,,,,,,,,,,,
,309,1ฒผ5995,กรุงเทพมหานคร,,,,,,,,,,,,,
,310,1ฒผ6049,กรุงเทพมหานคร,,,,,,,,,,,,,
,311,1ฒผ8526,กรุงเทพมหานคร,,,,,,,,,,,,,
,312,1ฒพ6143,กรุงเทพมหานคร,,,,,,,,,,,,,
,313,1ฒพ6471,กรุงเทพมหานคร,,,,,,,,,,,,,
,314,1ฒพ685,กรุงเทพมหานคร,,,,,,,,,,,,,
,315,1ฒพ9066,กรุงเทพมหานคร,,,,,,,,,,,,,
,316,1ฒภ27,กรุงเทพมหานคร,,,,,,,,,,,,,
,317,1ฒภ7446,กรุงเทพมหานคร,,,,,,,,,,,,,
,318,1ฒม2180,กรุงเทพมหานคร,,,,,,,,,,,,,
,319,1ฒม2875,กรุงเทพมหานคร,,,,,,,,,,,,,
,320,1ฒม3361,กรุงเทพมหานคร,,,,,,,,,,,,,
,321,1ฒย2015,กรุงเทพมหานคร,,,,,,,,,,,,,
,322,1ฒย3072,กรุงเทพมหานคร,,,,,,,,,,,,,
,323,1ฒย3668,กรุงเทพมหานคร,,,,,,,,,,,,,
,324,1ฒย3763,กรุงเทพมหานคร,,,,,,,,,,,,,
,325,1ฒย4556,กรุงเทพมหานคร,,,,,,,,,,,,,
,326,1ฒย9033,กรุงเทพมหานคร,,,,,,,,,,,,,
,327,1ฒร2423,กรุงเทพมหานคร,,,,,,,,,,,,,
,328,1ฒร8337,กรุงเทพมหานคร,,,,,,,,,,,,,
,329,1ฒร9047,กรุงเทพมหานคร,,,,,,,,,,,,,
,330,1ฒร9149,กรุงเทพมหานคร,,,,,,,,,,,,,
,331,1ฒว3415,กรุงเทพมหานคร,,,,,,,,,,,,,
,332,1ฒษ1177,กรุงเทพมหานคร,,,,,,,,,,,,,
,333,1ฒษ651,กรุงเทพมหานคร,,,,,,,,,,,,,
,334,1ฒษ9572,กรุงเทพมหานคร,,,,,,,,,,,,,
,335,1ฒส9925,กรุงเทพมหานคร,,,,,,,,,,,,,
,336,1ฒฬ9056,กรุงเทพมหานคร,,,,,,,,,,,,,
,337,1ฒฬ9303,กรุงเทพมหานคร,,,,,,,,,,,,,
,338,1ฒอ3646,นครปฐม,,,,,,,,,,,,,
,339,1ฒอ7753,กรุงเทพมหานคร,,,,,,,,,,,,,
,340,1ฒอ7826,กรุงเทพมหานคร,,,,,,,,,,,,,
,341,1ฒฮ6205,กรุงเทพมหานคร,,,,,,,,,,,,,
,342,1ณ4891,กรุงเทพมหานคร,,,,,,,,,,,,,
,343,1ธ2600,กรุงเทพมหานคร,,,,,,,,,,,,,
,344,1ธ6261,กรุงเทพมหานคร,,,,,,,,,,,,,
,345,1ผ2142,กรุงเทพมหานคร,,,,,,,,,,,,,
,346,1ผ5303,กรุงเทพมหานคร,,,,,,,,,,,,,
,347,1ภผ7925,กรุงเทพมหานคร,,,,,,,,,,,,,
,348,1มก0049,กรุงเทพมหานคร,,,,,,,,,,,,,
,349,1มก1438,กรุงเทพมหานคร,,,,,,,,,,,,,
,350,1มก3088,กรุงเทพมหานคร,,,,,,,,,,,,,
,351,1มก3656,กรุงเทพมหานคร,,,,,,,,,,,,,
,352,1มก4977,กรุงเทพมหานคร,,,,,,,,,,,,,
,353,1มก6060,กรุงเทพมหานคร,,,,,,,,,,,,,
,354,1มก662,กรุงเทพมหานคร,,,,,,,,,,,,,
,355,1มก959,กรุงเทพมหานคร,,,,,,,,,,,,,
,356,1ว1446,กรุงเทพมหานคร,,,,,,,,,,,,,
,357,1ว4302,กรุงเทพมหานคร,,,,,,,,,,,,,
,358,1ว7729,กรุงเทพมหานคร,,,,,,,,,,,,,
,359,1ว9953,กรุงเทพมหานคร,,,,,,,,,,,,,
,360,1ศ3389,กรุงเทพมหานคร,,,,,,,,,,,,,
,361,1ศ8997,กรุงเทพมหานคร,,,,,,,,,,,,,
,362,1ษ1765,กรุงเทพมหานคร,,,,,,,,,,,,,
,363,1ษ6579,กรุงเทพมหานคร,,,,,,,,,,,,,
,364,1ษ6776,กรุงเทพมหานคร,,,,,,,,,,,,,
,365,1ษ7391,กรุงเทพมหานคร,,,,,,,,,,,,,
,366,1ษ9445,กรุงเทพมหานคร,,,,,,,,,,,,,
,367,1ห6452,กรุงเทพมหานคร,,,,,,,,,,,,,
,368,1ห7866,กรุงเทพมหานคร,,,,,,,,,,,,,
,369,1ฬ4721,กรุงเทพมหานคร,,,,,,,,,,,,,
,370,1อ6496,กรุงเทพมหานคร,,,,,,,,,,,,,
,371,1อ6726,กรุงเทพมหานคร,,,,,,,,,,,,,
,372,1อ9188,กรุงเทพมหานคร,,,,,,,,,,,,,
,373,1ฮ5029,กรุงเทพมหานคร,,,,,,,,,,,,,
,374,2กก4638,กรุงเทพมหานคร,,,,,,,,,,,,,
,375,2กก8745,กรุงเทพมหานคร,,,,,,,,,,,,,
,376,2กข1528,กรุงเทพมหานคร,,,,,,,,,,,,,
,377,2กข4021,กรุงเทพมหานคร,,,,,,,,,,,,,
,378,2กข4882,กรุงเทพมหานคร,,,,,,,,,,,,,
,379,2กข6715,กรุงเทพมหานคร,,,,,,,,,,,,,
,380,2กค1267,กรุงเทพมหานคร,,,,,,,,,,,,,
,381,2กค4483,กรุงเทพมหานคร,,,,,,,,,,,,,
,382,2กค5542,กาญจนบุรี,,,,,,,,,,,,,
,383,2กค5542,กรุงเทพมหานคร,,,,,,,,,,,,,
,384,2กค5655,กรุงเทพมหานคร,,,,,,,,,,,,,
